pattern,sample_id,label,p1_company_1_id,p1_company_1_jurisdiction,p1_company_1_cin_present,p1_company_1_pan_present,p1_company_1_age_years,p1_company_1_revenue_cr,p1_company_1_employee_count,p1_company_1_is_shell,p1_company_2_id,p1_company_2_jurisdiction,p1_company_2_cin_present,p1_company_2_pan_present,p1_company_2_age_years,p1_company_2_revenue_cr,p1_company_2_employee_count,p1_company_2_is_shell,p1_company_3_id,p1_company_3_jurisdiction,p1_company_3_cin_present,p1_company_3_pan_present,p1_company_3_age_years,p1_company_3_revenue_cr,p1_company_3_employee_count,p1_company_3_is_shell,p1_tx1_from,p1_tx1_to,p1_tx1_amount_cr,p1_tx1_date,p1_tx1_type,p1_tx2_from,p1_tx2_to,p1_tx2_amount_cr,p1_tx2_date,p1_tx2_type,p1_tx3_from,p1_tx3_to,p1_tx3_amount_cr,p1_tx3_date,p1_tx3_type,num_dtaa_jurisdictions,num_companies,has_layering_jurisdiction,p2_borrower_id,p2_borrower_jurisdiction,p2_borrower_cin_present,p2_borrower_pan_present,p2_borrower_age_years,p2_borrower_revenue_cr,p2_borrower_employee_count,p2_borrower_is_shell,p2_shell_1_id,p2_shell_1_jurisdiction,p2_shell_1_cin_present,p2_shell_1_pan_present,p2_shell_1_age_years,p2_shell_1_revenue_cr,p2_shell_1_employee_count,p2_shell_1_is_shell,p2_bank_1_id,p2_bank_1_bank,p2_bank_1_jurisdiction,p2_tx1_from_entity_id,p2_tx1_to_entity_id,p2_tx1_from_bank,p2_tx1_to_bank,p2_tx1_amount_cr,p2_tx1_date,p2_tx1_type,p2_tx2_from_entity_id,p2_tx2_to_entity_id,p2_tx2_from_bank,p2_tx2_to_bank,p2_tx2_amount_cr,p2_tx2_date,p2_tx2_type,p2_tx3_from_entity_id,p2_tx3_to_entity_id,p2_tx3_from_bank,p2_tx3_to_bank,p2_tx3_amount_cr,p2_tx3_date,p2_tx3_type,repayment_coincides_with_new_loan,new_loan_within_days_of_due_date,n_loan_cycles,p3_indian_id,p3_indian_jurisdiction,p3_indian_cin_present,p3_indian_pan_present,p3_indian_age_years,p3_indian_revenue_cr,p3_indian_employee_count,p3_indian_is_shell,p3_foreign_id,p3_foreign_jurisdiction,p3_foreign_cin_present,p3_foreign_pan_present,p3_foreign_age_years,p3_foreign_revenue_cr,p3_foreign_employee_count,p3_foreign_is_shell,p3_inv1_from_entity,p3_inv1_to_entity,p3_inv1_declared_value_lakhs,p3_inv1_date,p3_inv2_from_entity,p3_inv2_to_entity,p3_inv2_declared_value_lakhs,p3_inv2_date,p3_inv3_from_entity,p3_inv3_to_entity,p3_inv3_declared_value_lakhs,p3_inv3_date,goods_easily_mispriced,foreign_entity_employee_count,n_invoices,p4_person_id,p4_person_jurisdiction,p4_person_pan_present,p4_person_age_years,p4_person_is_pep,p4_person_declared_income_lakhs,p4_bank_id,p4_bank_bank,p4_bank_jurisdiction,p4_tx1_amount_cr,p4_tx1_type,p4_tx1_date,p4_tx2_amount_cr,p4_tx2_type,p4_tx2_date,p4_tx3_amount_cr,p4_tx3_type,p4_tx3_date,cash_to_wire_ratio,wire_within_7_days_of_cash,all_deposits_below_ctr_threshold,p5_real_owner_id,p5_real_owner_jurisdiction,p5_real_owner_pan_present,p5_real_owner_age_years,p5_real_owner_is_pep,p5_nominee_1_id,p5_nominee_1_jurisdiction,p5_nominee_1_pan_present,p5_nominee_1_age_years,p5_property_1_id,p5_property_1_registered_owner_id,p5_property_1_actual_owner_id,p5_property_1_value_cr,p5_property_1_registration_date,p5_shell_1_id,p5_shell_1_director_id,p5_shell_1_beneficial_owner_id,nominees_same_introducer,shells_have_zero_revenue,affordability_ratio,p6_pep_id,p6_pep_jurisdiction,p6_pep_is_pep,p6_pep_age_years,p6_contractor_id,p6_contractor_jurisdiction,p6_contractor_cin_present,p6_contractor_pan_present,p6_contractor_age_years,p6_contractor_revenue_cr,p6_contractor_employee_count,p6_contractor_is_shell,p6_shell_id,p6_shell_jurisdiction,p6_shell_is_shell,p6_government_id,p6_government_jurisdiction,p6_tx1_from,p6_tx1_to,p6_tx1_amount_cr,p6_tx1_date,p6_tx1_type,p6_tx2_from,p6_tx2_to,p6_tx2_amount_cr,p6_tx2_date,p6_tx2_type,p6_tx3_from,p6_tx3_to,p6_tx3_amount_cr,p6_tx3_date,p6_tx3_type,shell_has_single_client,shell_client_is_govt_contractor,pep_approved_contract
P5,S5-D380D257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-6DF838EF,PE-9BA9554D,,17.87,,,,,False,False,0.11664673999119464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-272B7E1F,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-F30A23E2,PE-0D8608BF,,15.59,,,,,False,False,0.07863943593438935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-07AEBCAA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-FC1E20F5,PE-01088B0F,,33.29,,,,,False,False,0.08230389762532049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-8D33FC04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-35B7A182,IN,True,,True,PE-92682F32,IN,True,,PR-F3EE5842,PE-92682F32,PE-35B7A182,22.09,2022-10-15,CO-DDD79E70,PE-92682F32,PE-35B7A182,True,False,0.0019353001824305037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-BC9D87E9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-49A02CF1,PE-B7DB1348,,15.91,,,,,False,False,0.11842530818612584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-42D96E14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-A6606197,IN,True,,True,PE-669361AF,IN,True,,PR-1EF0637B,PE-669361AF,PE-A6606197,18.17,2023-03-11,CO-463A72E4,PE-669361AF,PE-A6606197,True,True,0.002416277674535297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-02C2C1FF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-F9510912,IN,True,,True,PE-DD652D9A,IN,True,,PR-4B959851,PE-DD652D9A,PE-F9510912,16.9,2021-04-28,CO-32E906F5,PE-DD652D9A,PE-F9510912,True,True,0.0024492573535753594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-67126F51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-60DE09C9,IN,True,,True,PE-3F38C81E,IN,False,,PR-CF797EA9,PE-3F38C81E,PE-60DE09C9,33.96,2023-03-29,CO-85E9EA7A,PE-3F38C81E,PE-60DE09C9,True,True,0.0012865628515442813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-004EB3C5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-06B2BD7C,IN,True,,True,PE-14237C9F,IN,False,,PR-D38C5C1F,PE-14237C9F,PE-06B2BD7C,7.03,2023-08-21,CO-B330408D,PE-14237C9F,PE-06B2BD7C,True,True,0.0011966357474588855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-00FC1862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-16D5D0B8,PE-D9E99B6E,,5.7,,,,,False,False,0.11814203376076976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-86DA99E7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-99A211AF,IN,True,,True,PE-D0A3E6D3,IN,True,,PR-BF8AC25C,PE-D0A3E6D3,PE-99A211AF,9.12,2021-04-29,CO-1BDD8170,PE-D0A3E6D3,PE-99A211AF,True,True,0.0016626100314370924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-D7618851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-72A9BBDF,PE-2DFC2E22,,22.7,,,,,False,True,0.08749655353916758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-2D30F627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-8B9FD0CB,IN,True,,False,PE-A1FDC5BC,IN,False,,PR-F1529BAF,PE-A1FDC5BC,PE-8B9FD0CB,19.68,2023-09-01,CO-B8BC45BF,PE-A1FDC5BC,PE-8B9FD0CB,True,True,0.0016467394822063258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-D135B8C9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-0D3190D8,PE-549F08B5,,19.38,,,,,False,False,0.14244814415463608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-5F9E20C7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-A74DF216,IN,True,,False,PE-92C60893,IN,False,,PR-FA36B227,PE-92C60893,PE-A74DF216,32.43,2024-05-19,CO-2B960FD4,PE-92C60893,PE-A74DF216,True,True,0.0009407956313337225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-FD7A3269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-705C5B27,IN,True,,False,PE-1849CACB,IN,False,,PR-3A7C2AF9,PE-1849CACB,PE-705C5B27,41.25,2022-05-21,CO-E77338C0,PE-1849CACB,PE-705C5B27,True,True,0.001328712474311614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-E0AF7DFC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-D00BFE5C,IN,True,,True,PE-5382615D,IN,False,,PR-0187C308,PE-5382615D,PE-D00BFE5C,40.1,2022-10-25,CO-E5D16AB6,PE-5382615D,PE-D00BFE5C,True,True,0.0015035697581050026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-94AE783D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-B50AC3C0,IN,True,,False,PE-26B2EF71,IN,False,,PR-C538A47A,PE-26B2EF71,PE-B50AC3C0,40.62,2025-05-12,CO-7229D8E8,PE-26B2EF71,PE-B50AC3C0,True,True,0.0015020375764052726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-483A5C2F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-286F4A04,IN,True,,False,PE-A2C183DC,IN,True,,PR-A03F4EE7,PE-A2C183DC,PE-286F4A04,42.86,2024-07-24,CO-A726F026,PE-A2C183DC,PE-286F4A04,True,False,0.0016603517551114155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-AB19664D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-CC2AA820,PE-F31EF97D,,20.14,,,,,False,False,0.11189265676660239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-B19F8360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-967F5A92,PE-847102A1,,4.33,,,,,False,False,0.06535457394281871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-822085FA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-25EF4402,IN,True,,False,PE-D62F4318,IN,True,,PR-FE2162A3,PE-D62F4318,PE-25EF4402,11.74,2021-06-02,CO-8F763E46,PE-D62F4318,PE-25EF4402,True,True,0.001343418357900472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-EE935544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-A35FED4E,IN,True,,True,PE-0ABA5D1C,IN,False,,PR-57125591,PE-0ABA5D1C,PE-A35FED4E,2.97,2023-04-26,CO-E0E91DB5,PE-0ABA5D1C,PE-A35FED4E,True,True,0.0012758422495746438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-43D72A3A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-F2A86EB2,IN,True,,True,PE-1318D5E4,IN,False,,PR-6CFEFC87,PE-1318D5E4,PE-F2A86EB2,42.27,2025-10-02,CO-544FFCBD,PE-1318D5E4,PE-F2A86EB2,True,True,0.0010336879500330472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-F42D5959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-D609AF1E,IN,True,,False,PE-F889C099,IN,True,,PR-F916304A,PE-F889C099,PE-D609AF1E,30.28,2023-04-28,CO-D121AE39,PE-F889C099,PE-D609AF1E,True,False,0.0014654019736359462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-9783763F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-0226155A,IN,True,,True,PE-85DE1DAE,IN,False,,PR-C7B51AEA,PE-85DE1DAE,PE-0226155A,46.01,2024-12-04,CO-19FECCDE,PE-85DE1DAE,PE-0226155A,True,True,0.001507201925114732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-D36CC421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-00371EF9,IN,True,,False,PE-C1A5BF37,IN,True,,PR-583BA6EF,PE-C1A5BF37,PE-00371EF9,3.41,2022-12-18,CO-32339854,PE-C1A5BF37,PE-00371EF9,True,True,0.0013465122422845763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-8DFA68F1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-B16EA09A,PE-8F0B5CB2,,19.11,,,,,False,False,0.07925700496393609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-01A54C9D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-B8D6BCB6,PE-E6FFFA21,,25.9,,,,,False,False,0.07194506128627486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-1A01F004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-86564A4C,PE-46A2DF80,,16.71,,,,,False,False,0.10866162243284988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-A1932517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-AA87EE50,IN,True,,False,PE-17206F14,IN,True,,PR-F1EF7458,PE-17206F14,PE-AA87EE50,12.52,2023-10-17,CO-2208C250,PE-17206F14,PE-AA87EE50,False,True,0.0016639264691019036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-EDC48ABD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-BA7EA5B2,IN,True,,True,PE-3745CC8F,IN,False,,PR-814549E8,PE-3745CC8F,PE-BA7EA5B2,22.49,2024-03-13,CO-A5CB9503,PE-3745CC8F,PE-BA7EA5B2,True,True,0.0012232292470890857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-06BD42C2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-F1FC1566,IN,True,,False,PE-CA391FC4,IN,True,,PR-746C1B44,PE-CA391FC4,PE-F1FC1566,17.63,2025-05-30,CO-31A6CFB0,PE-CA391FC4,PE-F1FC1566,True,True,0.0008293388585013709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-1D5713D0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-59CF1DB4,IN,True,,False,PE-9F6022C1,IN,True,,PR-BBD37136,PE-9F6022C1,PE-59CF1DB4,11.17,2022-01-07,CO-FB5E450A,PE-9F6022C1,PE-59CF1DB4,True,True,0.0012068586072524683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-34C12731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-4AEDD569,IN,True,,True,PE-85830B94,IN,True,,PR-D4F57BF2,PE-85830B94,PE-4AEDD569,39.66,2024-03-20,CO-98F116C5,PE-85830B94,PE-4AEDD569,False,True,0.0012006873015175269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-7EA67AA6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-B5C86BCD,PE-8A6DAA64,,16.45,,,,,False,False,0.16990616666925992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-E3432796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-74670113,IN,True,,False,PE-395857C1,IN,True,,PR-4587C9CD,PE-395857C1,PE-74670113,29.64,2024-02-20,CO-18DF4532,PE-395857C1,PE-74670113,True,True,0.0010656074031213647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-31E6382C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-FA781518,IN,True,,False,PE-E79EB489,IN,True,,PR-5343B84C,PE-E79EB489,PE-FA781518,32.57,2023-08-10,CO-059537A2,PE-E79EB489,PE-FA781518,True,True,0.0013774497961563405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-B4ECF7DA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-DF93C64D,PE-34A892ED,,3.69,,,,,False,False,0.11987078047624267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-140397FE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-F572A7D3,PE-F3A9BE62,,27.97,,,,,False,False,0.07401748222568066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-17E1A7FE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-0190DBBA,IN,True,,False,PE-ADB40909,IN,True,,PR-452D4539,PE-ADB40909,PE-0190DBBA,32.68,2024-08-08,CO-0BC0A7D0,PE-ADB40909,PE-0190DBBA,False,False,0.001070204917293472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,S5-8728313C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,PR-2E30B9B0,PE-752D9764,,10.52,,,,,False,False,0.14347127135995572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
